,type,fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3066,0,7.4,0.21,0.8,12.3,77.0,183.0,0.99778,2.95,0.48,9.0,0
3067,0,7.3,0.28,0.42,1.2,29.0,142.0,0.99205,3.17,0.43,10.7,0
3068,0,6.1,0.18,0.38,2.3,28.0,111.0,0.98962,3.16,0.49,12.4,1
3069,0,7.0,0.53,0.43,6.1,6.0,76.0,0.99118,3.08,0.5,12.5,2
3070,0,6.8,0.28,0.43,7.6,30.0,110.0,0.99164,3.08,0.59,12.5,2
3071,0,6.5,0.36,0.38,10.2,20.0,82.0,0.99274,3.1,0.43,12.1,2
3072,0,7.5,0.25,0.47,4.1,95.0,163.0,0.99184,2.92,0.59,11.3,1
3073,0,6.7,0.24,0.41,2.9,48.0,122.0,0.99052,3.25,0.43,12.0,0
3074,0,6.6,0.25,0.33,8.5,29.0,141.0,0.99546,3.28,0.6,10.4,0
3075,0,6.4,0.15,0.4,1.5,23.0,87.0,0.98972,3.11,0.46,12.2,2
3076,0,6.3,0.28,0.3,3.1,24.0,115.0,0.9942,3.05,0.43,8.6,0
3077,0,6.2,0.25,0.38,7.9,54.0,208.0,0.99572,3.17,0.46,9.1,0
3078,0,7.1,0.28,0.35,3.5,35.0,91.0,0.99022,2.96,0.33,12.1,0
3079,0,6.6,0.35,0.34,4.9,9.0,125.0,0.99253,3.32,0.81,12.0,0
3080,0,8.5,0.19,0.48,1.1,23.0,58.0,0.99184,2.9,0.5,10.5,1
3081,0,6.2,0.25,0.54,7.0,58.0,176.0,0.99454,3.19,0.7,10.4,0
3082,0,6.0,0.35,0.51,1.2,10.0,102.0,0.9903,3.46,0.42,11.9,1
3083,0,5.8,0.31,0.32,4.5,28.0,94.0,0.98906,3.25,0.52,13.7,2
3084,0,6.6,0.17,0.35,2.6,33.0,78.0,0.99146,3.22,0.72,11.3,1
3085,0,8.5,0.23,0.4,9.9,24.0,88.0,0.9951,3.02,0.42,10.5,1
3086,0,5.8,0.31,0.32,4.5,28.0,94.0,0.98906,3.25,0.52,13.7,2
3087,0,6.1,0.2,0.34,9.5,38.0,201.0,0.995,3.14,0.44,10.1,0
3088,0,6.3,0.37,0.37,1.5,12.0,76.0,0.98876,2.94,0.39,12.3,1
3089,0,6.2,0.36,0.38,3.2,20.0,89.0,0.98956,3.06,0.33,12.0,2
3090,0,6.6,0.17,0.35,2.6,33.0,78.0,0.99146,3.22,0.72,11.3,1
3091,0,6.3,0.28,0.47,11.2,61.0,183.0,0.99592,3.12,0.51,9.5,1
3092,0,7.6,0.27,0.52,3.2,28.0,152.0,0.99129,3.02,0.53,11.4,1
3093,0,7.0,0.25,0.45,2.3,40.0,118.0,0.99064,3.16,0.48,11.9,2
3094,0,9.7,0.24,0.49,4.9,3.0,18.0,0.99368,2.85,0.54,10.0,1
3095,0,9.7,0.24,0.49,4.9,3.0,18.0,0.99368,2.85,0.54,10.0,1
3096,0,6.8,0.13,0.39,1.4,19.0,102.0,0.99121,3.23,0.6,11.3,2
3097,0,6.6,0.78,0.5,1.5,30.0,133.0,0.99104,3.25,0.48,11.7,0
3098,0,5.1,0.33,0.27,6.7,44.0,129.0,0.99221,3.36,0.39,11.0,2
3099,0,6.7,0.34,0.4,2.1,34.0,111.0,0.98924,2.97,0.48,12.2,2
3100,0,6.7,0.14,0.51,4.3,57.0,124.0,0.99176,2.91,0.54,10.7,2
3101,0,7.0,0.26,0.34,10.9,25.0,84.0,0.99432,3.11,0.34,10.9,1
3102,0,6.5,0.29,0.26,7.0,18.0,113.0,0.99366,3.17,0.38,10.2,1
3103,0,7.0,0.25,0.45,2.3,40.0,118.0,0.99064,3.16,0.48,11.9,2
3104,0,7.6,0.21,0.49,2.5,20.0,130.0,0.99178,3.15,0.48,11.1,0
3105,0,7.7,0.26,0.51,2.6,26.0,159.0,0.99126,3.0,0.5,11.2,1
3106,0,7.6,0.27,0.52,3.2,28.0,152.0,0.99129,3.02,0.53,11.4,1
3107,0,7.7,0.25,0.49,2.5,31.0,169.0,0.99252,3.07,0.57,10.6,1
3108,0,7.6,0.35,0.46,14.7,33.0,151.0,0.99709,3.03,0.53,10.3,0
3109,0,6.9,0.3,0.36,4.5,31.0,203.0,0.99513,3.4,0.57,10.4,0
3110,0,6.7,0.24,0.46,2.2,19.0,111.0,0.99045,3.1,0.62,11.9,1
3111,0,6.5,0.23,0.39,1.9,41.0,98.0,0.99,3.19,0.43,11.9,2
3112,0,7.6,0.23,0.34,1.6,24.0,129.0,0.99305,3.12,0.7,10.4,0
3113,0,6.5,0.24,0.39,17.3,22.0,126.0,0.99888,3.11,0.47,9.2,1
3114,0,6.3,0.17,0.32,4.2,37.0,117.0,0.99182,3.24,0.43,11.3,1
3115,0,6.3,0.17,0.32,4.2,37.0,117.0,0.99182,3.24,0.43,11.3,1
3116,0,6.7,0.21,0.37,2.5,35.0,89.0,0.9913,3.25,0.5,11.0,2
3117,0,6.5,0.23,0.39,1.9,41.0,98.0,0.99,3.19,0.43,11.9,2
3118,0,5.9,0.28,0.39,1.4,47.0,147.0,0.98836,3.08,0.64,12.9,2
3119,0,5.9,0.19,0.37,0.8,3.0,21.0,0.9897,3.09,0.31,10.8,0
3120,0,6.2,0.25,0.42,8.0,53.0,206.0,0.99586,3.16,0.47,9.1,1
3121,0,7.6,0.23,0.34,1.6,24.0,129.0,0.99305,3.12,0.7,10.4,0
3122,0,5.6,0.18,0.27,1.7,31.0,103.0,0.98892,3.35,0.37,12.9,1
3123,0,5.5,0.18,0.22,5.5,10.0,86.0,0.99156,3.46,0.44,12.2,0
3124,0,6.5,0.24,0.39,17.3,22.0,126.0,0.99888,3.11,0.47,9.2,1
3125,0,7.4,0.23,0.38,8.6,41.0,150.0,0.99534,3.06,0.46,10.3,0
3126,0,7.2,0.17,0.37,6.9,47.0,128.0,0.99322,3.08,0.46,11.0,2
3127,0,7.6,0.3,0.38,2.1,10.0,98.0,0.99296,3.17,0.65,11.0,0
3128,0,5.0,0.24,0.21,2.2,31.0,100.0,0.99098,3.69,0.62,11.7,1
3129,0,6.1,0.21,0.38,1.5,37.0,122.0,0.98972,3.2,0.43,12.0,1
3130,0,6.5,0.33,0.38,2.5,30.0,148.0,0.98964,3.17,0.43,12.7,1
3131,0,6.3,0.35,0.26,17.6,59.0,198.0,0.99918,3.11,0.49,8.8,0
3132,0,6.3,0.17,0.32,4.2,37.0,117.0,0.99182,3.24,0.43,11.3,1
3133,0,6.6,0.25,0.35,2.9,38.0,121.0,0.99008,3.19,0.4,12.8,1
3134,0,6.5,0.16,0.33,4.8,45.0,114.0,0.992,3.18,0.44,11.2,1
3135,0,6.6,0.39,0.39,11.9,51.0,221.0,0.99851,3.26,0.51,8.9,1
3136,0,5.6,0.19,0.27,0.9,52.0,103.0,0.99026,3.5,0.39,11.2,0
3137,0,6.2,0.25,0.39,1.3,42.0,135.0,0.9906,3.23,0.4,11.1,1
3138,0,6.9,0.22,0.43,6.4,34.0,115.0,0.99293,3.05,0.51,10.8,1
3139,0,6.2,0.19,0.29,4.3,33.0,126.0,0.99658,3.18,0.42,9.3,1
3140,0,6.6,0.39,0.39,11.9,51.0,221.0,0.99851,3.26,0.51,8.9,1
3141,0,5.9,0.33,0.32,8.1,9.0,34.0,0.9911,3.22,0.36,12.7,2
3142,0,7.8,0.17,0.5,1.3,35.0,140.0,0.9904,3.16,0.4,12.0,1
3143,0,5.5,0.19,0.27,0.9,52.0,103.0,0.99026,3.5,0.39,11.2,0
3144,0,6.2,0.23,0.36,17.2,37.0,130.0,0.99946,3.23,0.43,8.8,1
3145,0,6.2,0.23,0.36,17.2,37.0,130.0,0.99946,3.23,0.43,8.8,1
3146,0,6.2,0.23,0.36,17.2,37.0,130.0,0.99946,3.23,0.43,8.8,1
3147,0,7.2,0.32,0.4,8.7,45.0,154.0,0.99568,3.2,0.47,10.4,1
3148,0,6.2,0.23,0.36,17.2,37.0,130.0,0.99946,3.23,0.43,8.8,1
3149,0,7.2,0.32,0.4,8.7,45.0,154.0,0.99568,3.2,0.47,10.4,1
3150,0,5.8,0.39,0.47,7.5,12.0,88.0,0.9907,3.38,0.45,14.0,1
3151,0,6.2,0.23,0.36,17.2,37.0,130.0,0.99946,3.23,0.43,8.8,1
3152,0,7.6,0.25,1.23,4.6,51.0,294.0,0.99018,3.03,0.43,13.1,1
3153,0,5.8,0.29,0.33,3.7,30.0,88.0,0.98994,3.25,0.42,12.3,1
3154,0,7.2,0.4,0.38,2.2,40.0,109.0,0.99075,3.27,0.46,12.6,1
3155,0,6.8,0.39,0.34,7.4,38.0,133.0,0.99212,3.18,0.44,12.0,2
3156,0,6.1,0.17,0.42,15.1,28.0,124.0,0.99684,2.87,0.47,9.5,0
3157,0,6.8,0.39,0.34,7.4,38.0,133.0,0.99212,3.18,0.44,12.0,2
3158,0,7.1,0.36,0.37,4.8,39.0,114.0,0.99036,3.08,0.49,12.7,2
3159,0,6.9,0.19,0.32,7.9,30.0,130.0,0.99456,3.4,0.39,10.5,1
3160,0,6.5,0.34,0.46,1.0,6.0,80.0,0.98865,3.15,0.54,12.9,1
3161,0,6.1,0.17,0.42,15.1,28.0,124.0,0.99684,2.87,0.47,9.5,0
3162,0,6.8,0.39,0.34,7.4,38.0,133.0,0.99212,3.18,0.44,12.0,2
3163,0,7.1,0.36,0.37,4.8,39.0,114.0,0.99036,3.08,0.49,12.7,2
3164,0,7.8,0.3,0.36,4.6,20.0,198.0,0.99222,3.06,0.66,11.9,1
3165,0,6.1,0.68,0.52,1.4,32.0,123.0,0.99022,3.24,0.45,12.0,1
3166,0,5.2,0.34,0.37,6.2,42.0,133.0,0.99076,3.25,0.41,12.5,1
3167,0,5.6,0.28,0.4,6.1,36.0,118.0,0.99144,3.21,0.43,12.1,2
3168,0,6.2,0.19,0.38,5.1,22.0,82.0,0.98961,3.05,0.36,12.5,1
3169,0,5.7,0.16,0.26,6.3,28.0,113.0,0.9936,3.06,0.58,9.9,1
3170,0,7.6,0.17,0.46,0.9,63.0,147.0,0.99126,3.02,0.41,10.7,1
3171,0,7.3,0.2,0.39,2.3,24.0,87.0,0.99044,2.94,0.35,12.0,1
3172,0,6.7,0.33,0.36,6.6,34.0,116.0,0.99123,2.97,0.31,12.2,2
3173,0,6.7,0.33,0.34,7.5,39.0,124.0,0.99123,2.99,0.32,12.4,2
3174,0,6.9,0.36,0.35,8.6,37.0,125.0,0.9916,3.0,0.32,12.4,2
3175,0,7.8,0.21,0.34,11.9,55.0,140.0,0.9959,3.02,0.31,10.3,1
3176,0,7.3,0.2,0.39,2.3,24.0,87.0,0.99044,2.94,0.35,12.0,1
3177,0,5.6,0.41,0.22,7.1,44.0,154.0,0.9931,3.3,0.4,10.5,0
3178,0,7.6,0.15,0.35,4.3,23.0,98.0,0.99422,3.1,0.44,9.5,1
3179,0,8.5,0.2,0.4,1.1,31.0,106.0,0.99194,3.0,0.35,10.5,0
3180,0,6.5,0.24,0.38,1.0,31.0,90.0,0.98926,3.24,0.36,12.3,1
3181,0,8.3,0.16,0.37,7.9,38.0,107.0,0.99306,2.93,0.37,11.9,1
3182,0,5.5,0.12,0.33,1.0,23.0,131.0,0.99164,3.25,0.45,9.8,0
3183,0,6.5,0.24,0.38,1.0,31.0,90.0,0.98926,3.24,0.36,12.3,1
3184,0,6.2,0.1,0.41,1.0,17.0,76.0,0.98988,3.14,0.56,11.4,2
3185,0,6.5,0.21,0.4,7.3,49.0,115.0,0.99268,3.21,0.43,11.0,1
3186,0,8.7,0.3,0.59,1.7,10.0,70.0,0.99373,3.06,0.56,10.8,0
3187,0,6.7,0.18,0.37,1.3,42.0,125.0,0.98939,3.24,0.37,12.8,2
3188,0,7.0,0.17,0.36,6.4,42.0,123.0,0.99318,3.11,0.5,11.0,2
3189,0,6.6,0.19,0.33,1.8,42.0,148.0,0.99196,3.15,0.36,10.2,0
3190,0,5.8,0.28,0.3,1.5,31.0,114.0,0.98952,3.32,0.6,12.5,2
3191,0,7.6,0.24,0.44,3.8,49.0,146.0,0.9911,3.06,0.37,11.6,1
3192,0,8.3,0.16,0.37,7.9,38.0,107.0,0.99306,2.93,0.37,11.9,1
3193,0,5.5,0.12,0.33,1.0,23.0,131.0,0.99164,3.25,0.45,9.8,0
3194,0,5.7,0.16,0.32,1.2,7.0,89.0,0.99111,3.26,0.48,11.0,0
3195,0,7.0,0.21,0.42,5.3,36.0,123.0,0.99321,3.14,0.52,10.9,1
3196,0,6.4,0.22,0.38,9.1,35.0,127.0,0.99326,2.97,0.3,11.0,2
3197,0,7.9,0.34,0.44,6.5,47.0,126.0,0.99124,2.96,0.37,12.5,1
3198,0,6.4,0.22,0.38,9.1,35.0,127.0,0.99326,2.97,0.3,11.0,2
3199,0,6.8,0.21,0.4,6.3,40.0,121.0,0.99214,3.18,0.53,12.0,2
3200,0,5.2,0.31,0.36,5.1,46.0,145.0,0.9897,3.14,0.31,12.4,2
3201,0,7.9,0.34,0.44,6.5,47.0,126.0,0.99124,2.96,0.37,12.5,1
3202,0,5.6,0.42,0.34,2.4,34.0,97.0,0.98915,3.22,0.38,12.8,2
3203,0,6.4,0.22,0.38,9.1,35.0,127.0,0.99326,2.97,0.3,11.0,2
3204,0,6.8,0.28,0.34,7.5,34.0,177.0,0.99692,3.33,0.43,9.1,0
3205,0,6.8,0.45,0.36,5.0,28.0,156.0,0.991,3.11,0.4,12.4,2
3206,0,6.6,0.29,0.39,6.75,22.0,98.0,0.9913,3.15,0.8,12.9,2
3207,0,6.8,0.21,0.42,1.2,24.0,126.0,0.99234,3.09,0.87,10.9,1
3208,0,6.8,0.25,0.24,1.6,39.0,164.0,0.99402,3.53,0.58,10.8,0
3209,0,6.4,0.21,0.34,16.05,56.0,142.0,0.99678,3.11,0.38,10.6,0
3210,0,5.8,0.33,0.23,5.0,29.0,106.0,0.99458,3.13,0.52,9.0,0
3211,0,8.2,0.3,0.44,12.4,52.0,154.0,0.99452,3.04,0.33,12.0,1
3212,0,6.4,0.24,0.32,0.95,23.0,131.0,0.99033,3.25,0.35,11.8,0
3213,0,7.5,0.18,0.45,4.6,67.0,158.0,0.9927,3.01,0.38,10.6,1
3214,0,5.2,0.335,0.2,1.7,17.0,74.0,0.99002,3.34,0.48,12.3,1
3215,0,7.1,0.14,0.33,1.0,20.0,54.0,0.99057,3.19,0.64,11.5,1
3216,0,7.2,0.13,0.46,1.3,48.0,111.0,0.99127,2.97,0.45,11.1,0
3217,0,5.8,0.33,0.23,5.0,29.0,106.0,0.99458,3.13,0.52,9.0,0
3218,0,6.5,0.29,0.25,2.5,8.0,111.0,0.9927,3.0,0.44,9.9,0
3219,0,6.2,0.35,0.31,2.6,37.0,92.0,0.98938,3.27,0.53,12.8,2
3220,0,9.0,0.38,0.53,2.1,19.0,76.0,0.99001,2.93,0.57,12.9,0
3221,0,6.6,0.24,0.38,12.75,8.0,74.0,0.99386,3.1,0.57,12.9,1
3222,0,6.6,0.16,0.34,1.1,41.0,115.0,0.9899,3.01,0.68,12.0,1
3223,0,8.2,0.3,0.44,12.4,52.0,154.0,0.99452,3.04,0.33,12.0,1
3224,0,5.7,0.15,0.28,3.7,57.0,151.0,0.9913,3.22,0.27,11.2,1
3225,0,6.6,0.33,0.4,2.65,35.0,86.0,0.98916,3.11,0.39,13.3,2
3226,0,5.7,0.2,0.3,2.5,38.0,125.0,0.99276,3.34,0.5,9.9,1
3227,0,6.8,0.27,0.37,8.2,52.0,192.0,0.99586,3.11,0.52,9.5,1
3228,0,6.8,0.27,0.42,7.3,58.0,200.0,0.99556,3.12,0.49,9.4,1
3229,0,6.2,0.2,0.26,1.1,42.0,119.0,0.99158,3.48,0.6,11.0,2
3230,0,6.7,0.13,0.57,6.6,60.0,150.0,0.99548,2.96,0.43,9.4,1
3231,0,6.8,0.21,0.37,7.0,27.0,107.0,0.99206,2.98,0.82,11.5,1
3232,0,6.7,0.31,0.32,14.5,6.0,79.0,0.99412,3.14,0.34,12.5,0
3233,0,6.2,0.2,0.29,11.8,21.0,93.0,0.99364,3.18,0.34,11.9,1
3234,0,6.6,0.25,0.34,3.0,22.0,141.0,0.99338,3.26,0.47,10.4,1
3235,0,5.7,0.15,0.28,3.7,57.0,151.0,0.9913,3.22,0.27,11.2,1
3236,0,6.9,0.22,0.39,6.0,44.0,141.0,0.99123,3.11,0.33,12.5,1
3237,0,6.4,0.23,0.35,4.6,43.0,147.0,0.99216,3.18,0.4,11.0,2
3238,0,7.6,0.27,0.29,2.5,37.0,115.0,0.99328,3.09,0.37,9.8,0
3239,0,6.6,0.34,0.24,3.3,29.0,99.0,0.99031,3.1,0.4,12.3,2
3240,0,6.4,0.16,0.42,1.0,29.0,113.0,0.9908,3.18,0.52,11.0,1
3241,0,5.8,0.3,0.42,1.1,19.0,113.0,0.98871,3.1,0.46,12.6,2
3242,0,7.0,0.29,0.35,1.4,42.0,109.0,0.99119,3.31,0.62,11.6,1
3243,0,6.6,0.34,0.24,3.3,29.0,99.0,0.99031,3.1,0.4,12.3,2
3244,0,6.7,0.21,0.36,8.55,20.0,86.0,0.99146,3.19,0.22,13.4,2
3245,0,7.6,0.27,0.29,2.5,37.0,115.0,0.99328,3.09,0.37,9.8,0
3246,0,6.8,0.22,0.41,6.7,39.0,116.0,0.99245,3.18,0.46,11.5,1
3247,0,7.7,0.27,0.49,3.8,46.0,139.0,0.99116,3.04,0.38,11.6,1
3248,0,6.4,0.25,0.37,4.5,41.0,147.0,0.9921,3.18,0.4,11.1,2
3249,0,6.4,0.23,0.35,4.6,43.0,147.0,0.99216,3.18,0.4,11.0,2
3250,0,6.7,0.13,0.45,4.2,52.0,131.0,0.99162,3.06,0.54,11.3,1
3251,0,6.7,0.24,0.37,11.3,64.0,173.0,0.99632,3.08,0.53,9.9,1
3252,0,7.1,0.26,0.37,5.5,31.0,105.0,0.99082,3.06,0.33,12.6,2
3253,0,5.3,0.3,0.16,4.2,37.0,100.0,0.9905,3.3,0.36,11.8,2
3254,0,7.1,0.38,0.4,2.2,54.0,201.0,0.99177,3.03,0.5,11.4,0
3255,0,7.4,0.19,0.31,14.5,39.0,193.0,0.9986,3.1,0.5,9.2,1
3256,0,7.4,0.19,0.31,14.5,39.0,193.0,0.9986,3.1,0.5,9.2,1
3257,0,7.4,0.19,0.31,14.5,39.0,193.0,0.9986,3.1,0.5,9.2,1
3258,0,7.4,0.19,0.31,14.5,39.0,193.0,0.9986,3.1,0.5,9.2,1
3259,0,7.4,0.19,0.31,14.5,39.0,193.0,0.9986,3.1,0.5,9.2,1
3260,0,7.4,0.19,0.31,14.5,39.0,193.0,0.9986,3.1,0.5,9.2,1
3261,0,6.3,0.32,0.32,1.5,24.0,101.0,0.98923,3.21,0.42,13.0,0
3262,0,7.6,0.19,0.32,18.75,32.0,193.0,1.00014,3.1,0.5,9.3,2
3263,0,6.5,0.26,0.31,3.6,36.0,92.0,0.99026,3.22,0.62,12.6,2
3264,0,5.9,0.24,0.12,1.4,60.0,247.0,0.99358,3.34,0.44,9.6,1
3265,0,4.2,0.215,0.23,5.1,64.0,157.0,0.99688,3.42,0.44,8.0,0
3266,0,8.1,0.24,0.32,10.5,34.0,105.0,0.99407,3.11,0.42,11.8,1
3267,0,5.8,0.23,0.2,2.0,39.0,154.0,0.99226,3.21,0.39,10.2,1
3268,0,7.5,0.33,0.36,2.6,26.0,126.0,0.99097,3.32,0.53,12.7,1
3269,0,6.6,0.38,0.36,9.2,42.0,214.0,0.9976,3.31,0.56,9.4,0
3270,0,6.4,0.15,0.29,1.8,21.0,115.0,0.99166,3.1,0.38,10.2,0
3271,0,6.5,0.32,0.34,5.7,27.0,91.0,0.99184,3.28,0.6,12.0,2
3272,0,7.5,0.22,0.32,2.4,29.0,100.0,0.99135,3.08,0.6,11.3,2
3273,0,6.4,0.23,0.32,1.9,40.0,118.0,0.99074,3.32,0.53,11.8,2
3274,0,6.1,0.22,0.31,1.4,40.0,129.0,0.99193,3.45,0.59,10.9,0
3275,0,6.5,0.48,0.02,0.9,32.0,99.0,0.99226,3.14,0.47,9.8,0
3276,0,6.6,0.23,0.3,4.6,29.0,154.0,0.99142,3.23,0.49,12.2,2
3277,0,6.4,0.16,0.25,1.4,21.0,125.0,0.99091,3.23,0.44,11.1,2
3278,0,6.6,0.38,0.36,9.2,42.0,214.0,0.9976,3.31,0.56,9.4,0
3279,0,7.4,0.16,0.32,1.4,23.0,140.0,0.99134,3.06,0.47,11.4,1
3280,0,6.4,0.15,0.29,1.8,21.0,115.0,0.99166,3.1,0.38,10.2,0
3281,0,6.5,0.32,0.3,2.3,20.0,127.0,0.98964,3.13,0.52,12.8,1
3282,0,6.7,0.12,0.36,2.3,43.0,125.0,0.99229,3.07,0.67,10.1,2
3283,0,6.6,0.2,0.14,4.4,35.0,168.0,0.99396,2.93,0.45,9.4,1
3284,0,8.0,0.34,0.25,6.4,38.0,103.0,0.99148,2.91,0.23,12.2,1
3285,0,6.8,0.21,0.31,2.9,40.0,121.0,0.9913,3.07,0.65,10.9,2
3286,0,6.8,0.23,0.31,2.8,40.0,122.0,0.99126,3.06,0.64,10.9,2
3287,0,6.8,0.21,0.31,2.9,40.0,121.0,0.9913,3.07,0.65,10.9,2
3288,0,6.6,0.2,0.14,4.4,35.0,168.0,0.99396,2.93,0.45,9.4,1
3289,0,6.6,0.28,0.42,8.2,60.0,196.0,0.99562,3.14,0.48,9.4,0
3290,0,7.8,0.25,0.37,1.0,10.0,80.0,0.99128,3.08,0.38,11.4,0
3291,0,5.6,0.12,0.33,2.9,21.0,73.0,0.98896,3.17,0.32,12.9,2
3292,0,6.6,0.28,0.41,7.0,59.0,194.0,0.99558,3.14,0.48,9.4,0
3293,0,6.8,0.17,0.35,1.8,29.0,84.0,0.98961,2.91,0.57,12.0,2
3294,0,7.3,0.25,0.28,1.5,19.0,113.0,0.99338,3.38,0.56,10.1,1
3295,0,6.6,0.28,0.41,7.0,59.0,194.0,0.99558,3.14,0.48,9.4,0
3296,0,6.6,0.28,0.42,8.2,60.0,196.0,0.99562,3.14,0.48,9.4,0
3297,0,6.5,0.25,0.5,7.6,54.0,184.0,0.99572,3.17,0.45,9.2,0
3298,0,6.3,0.24,0.35,2.3,43.0,109.0,0.99056,3.34,0.44,11.8,1
3299,0,6.8,0.32,0.32,8.7,31.0,105.0,0.99146,3.0,0.34,12.3,2
3300,0,7.8,0.25,0.37,1.0,10.0,80.0,0.99128,3.08,0.38,11.4,0
3301,0,5.6,0.12,0.33,2.9,21.0,73.0,0.98896,3.17,0.32,12.9,2
3302,0,6.6,0.24,0.28,6.7,26.0,91.0,0.99172,3.13,0.32,12.3,1
3303,0,6.3,0.22,0.34,5.0,36.0,93.0,0.99012,3.27,0.36,13.5,2
3304,0,6.0,0.32,0.3,1.9,41.0,142.0,0.98912,3.29,0.42,12.8,2
3305,0,6.3,0.19,0.29,2.0,33.0,96.0,0.98902,3.04,0.54,12.8,2
3306,0,6.0,0.32,0.3,1.9,41.0,142.0,0.98912,3.29,0.42,12.8,2
3307,0,9.4,0.24,0.29,8.5,124.0,208.0,0.99395,2.9,0.38,11.0,0
3308,0,6.4,0.35,0.28,12.6,19.0,124.0,0.99539,3.2,0.43,10.6,1
3309,0,6.7,0.46,0.27,5.2,35.0,96.0,0.99129,3.16,0.44,12.4,2
3310,0,6.3,0.3,0.29,2.1,33.0,142.0,0.98956,3.22,0.46,12.9,2
3311,0,6.0,0.19,0.29,1.1,67.0,152.0,0.9916,3.54,0.59,11.1,2
3312,0,5.9,0.24,0.28,1.3,36.0,95.0,0.98889,3.08,0.64,12.9,2
3313,0,7.3,0.145,0.33,1.1,14.0,64.0,0.99012,3.1,0.37,11.8,2
3314,0,6.6,0.435,0.38,9.2,66.0,243.0,0.99833,3.23,0.54,9.1,1
3315,0,5.8,0.18,0.37,1.2,19.0,74.0,0.98853,3.09,0.49,12.7,2
3316,0,5.8,0.18,0.37,1.1,31.0,96.0,0.98942,3.16,0.48,12.0,1
3317,0,5.6,0.32,0.32,8.3,32.0,105.0,0.99266,3.24,0.47,11.2,1
3318,0,6.6,0.16,0.35,1.8,26.0,105.0,0.98962,3.19,0.75,12.4,2
3319,0,5.1,0.21,0.28,1.4,48.0,148.0,0.99168,3.5,0.49,10.4,0
3320,0,7.5,0.29,0.36,15.7,29.0,124.0,0.9968,3.06,0.54,10.4,0
3321,0,6.0,0.26,0.33,4.35,15.0,80.0,0.98934,3.29,0.5,12.7,1
3322,0,5.7,0.26,0.3,1.8,30.0,105.0,0.98995,3.48,0.52,12.5,2
3323,0,7.1,0.17,0.31,1.6,15.0,103.0,0.991,3.14,0.5,12.0,1
3324,0,6.9,0.17,0.3,2.0,13.0,117.0,0.99152,3.16,0.51,11.6,1
3325,0,6.8,0.25,0.28,5.0,42.0,126.0,0.99048,3.12,0.38,12.6,2
3326,0,6.6,0.17,0.28,1.8,62.0,178.0,0.99204,3.15,0.42,10.2,0
3327,0,5.8,0.17,0.36,1.3,11.0,70.0,0.99202,3.43,0.68,10.4,2
3328,0,6.4,0.24,0.29,1.0,18.0,122.0,0.9906,3.3,0.42,11.5,0
3329,0,6.7,0.21,0.34,1.4,36.0,112.0,0.99091,3.02,0.5,11.0,1
3330,0,6.7,0.23,0.33,8.1,45.0,176.0,0.99472,3.11,0.52,10.1,1
3331,0,6.8,0.23,0.32,8.6,47.0,159.0,0.99452,3.08,0.52,10.5,1
3332,0,6.5,0.22,0.28,3.7,29.0,151.0,0.99177,3.23,0.41,12.1,2
3333,0,5.1,0.165,0.22,5.7,42.0,146.0,0.9934,3.18,0.55,9.9,1
3334,0,6.6,0.425,0.25,2.35,23.0,87.0,0.99082,3.05,0.41,11.4,1
3335,0,6.9,0.38,0.29,13.65,52.0,189.0,0.99784,3.0,0.6,9.5,1
3336,0,6.9,0.38,0.29,13.65,52.0,189.0,0.99784,3.0,0.6,9.5,1
3337,0,6.9,0.38,0.29,13.65,52.0,189.0,0.99784,3.0,0.6,9.5,1
3338,0,7.2,0.27,0.28,15.2,6.0,41.0,0.99665,3.17,0.39,10.9,1
3339,0,7.6,0.17,0.27,4.6,23.0,98.0,0.99422,3.08,0.47,9.5,1
3340,0,6.2,0.3,0.31,1.2,19.0,125.0,0.98999,3.32,0.54,12.6,1
3341,0,7.6,0.17,0.27,4.6,23.0,98.0,0.99422,3.08,0.47,9.5,1
3342,0,6.5,0.26,0.32,6.65,34.0,104.0,0.99254,3.18,0.42,11.1,0
3343,0,6.9,0.36,0.28,13.55,51.0,189.0,0.99782,3.0,0.6,9.5,2
3344,0,6.9,0.38,0.29,13.65,52.0,189.0,0.99784,3.0,0.6,9.5,1
3345,0,6.8,0.18,0.24,9.8,64.0,188.0,0.9952,3.13,0.51,10.6,1
3346,0,6.7,0.18,0.24,10.3,64.0,185.0,0.99519,3.12,0.5,10.6,1
3347,0,6.6,0.16,0.21,6.7,43.0,157.0,0.99384,3.15,0.52,10.8,1
3348,0,7.2,0.27,0.28,15.2,6.0,41.0,0.99665,3.17,0.39,10.9,1
3349,0,6.4,0.17,0.27,9.9,26.0,101.0,0.99596,3.34,0.5,9.9,1
3350,0,7.2,0.22,0.28,7.2,41.0,132.0,0.9935,3.08,0.59,11.3,1
3351,0,6.0,0.22,0.28,1.1,47.0,90.0,0.98862,3.22,0.38,12.6,1
3352,0,6.7,0.36,0.28,8.3,29.0,81.0,0.99151,2.96,0.39,12.5,1
3353,0,6.5,0.43,0.28,11.25,31.0,87.0,0.9922,3.02,0.38,12.4,1
3354,0,5.9,0.2,0.28,12.8,29.0,132.0,0.99426,3.31,0.57,11.8,2
3355,0,5.3,0.32,0.23,9.65,26.0,119.0,0.99168,3.18,0.53,12.2,1
